;
;
CIRURGIA DE ABAIXAMENTO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CIRURGIA DE ABAIXAMENTO POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CIRURGIA DE ACESSO POSTERIOR;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CISTO MESENTÉRICO - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CISTO MESENTÉRICO - TRATAMENTO POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLECTOMIA COM OU SEM COLOSTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
COLECTOMIA COM OU SEM COLOSTOMIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLECTOMIA COM ÍLEO-RETO-ANASTOMOSE;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLECTOMIA COM ILEOSTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLECTOMIA COM ILEOSTOMIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLECTOMIA COM ÍLEO-RETO-ANASTOMOSE POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLOCAÇÃO DE SONDA ENTERAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLOSTOMIA OU ENTEROSTOMIA - CONFECÇÃO / FECHAMENTO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLOTOMIA E COLORRAFIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DESTORÇÃO DE VOLVO POR LAPAROTOMIA OU POR VIA ENDOSCÓPICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DISTORÇÃO DE VOLVO POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DIVERTÍCULO DE MECKEL - EXÉRESE;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DIVERTÍCULO DE MECKEL - EXÉRESE POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DUPLICAÇÃO DO TUBO DIGESTIVO - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENTERECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENTERECTOMIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENTERO-ANASTOMOSE;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENTERO-ANASTOMOSE POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENTEROCOLITE NECROTIZANTE - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENTEROPEXIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
ENTEROPEXIA (QUALQUER SEGMENTO) POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ENTEROTOMIA E/OU ENTERORRAFIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ESPORÃO RETAL - RESSECÇÃO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ESVAZIAMENTO PÉLVICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ESVAZIAMENTO PÉLVICO POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
FECALOMA - REMOÇÃO MANUAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
FIXAÇÃO DO RETO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
FIXAÇÃO DO RETO POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ÍLEO MECONIAL - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
INVAGINAÇÃO INTESTINAL COM OU SEM RESSECÇÃO - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
MÁ-ROTAÇÃO INTESTINAL - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
MEGACÓLON CONGÊNITO - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
MEMBRANA DUSeg. OdontológicaENAL - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PÂNCREAS ANULAR - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PERFURAÇÃO DUSeg. OdontológicaENAL OU DELGADO - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PILOROMIOTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCIDÊNCIA DO RETO - REDUÇÃO MANUAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCTOCOLECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCTOCOLECTOMIA COM RESERVATÓRIO ILEAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
PROCTOCOLECTOMIA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCTOCOLECTOMIA COM RESERVATÓRIO ILEAL POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RESSECÇÃO DE INTESTINO DELGADO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RETOSSIGMOIDECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RETOSSIGMOIDECTOMIA ABDOMINAL POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TUMOR ANORRETAL - RESSECÇÃO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;INTESTINOS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ABSCESSO ANORRETAL - DRENAGEM;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ABSCESSO ISQUIO-RETAL - DRENAGEM;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CERCLAGEM ANAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CORPO ESTRANHO DO RETO - RETIRADA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CRIPTECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DILATAÇÃO DO ÂNUS E/OU DO RETO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ESFINCTEROPLASTIA ANAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ESFINCTEROTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ESTENOSE ANAL - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
EXCISÃO DE PLICOMA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
FISSURECTOMIA COM OU SEM ESFINCTEROTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
FÍSTULA RETO-VAGINAL E FÍSTULA ANAL EM FERRADURA - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
FISTULECTOMIA ANAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
FISTULECTOMIA ANORRETAL COM ABAIXAMENTO MUCOSO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
FISTULECTOMIA PERINEAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HEMORRÓIDAS - LIGADURA ELÁSTICA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HEMORRÓIDAS - TRATAMENTO ESCLEROSANTE;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
HEMORROIDECTOMIA ABERTA OU FECHADA, COM OU SEM ESFINCTEROTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
LACERAÇÃO ANORRETAL - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
LESÃO ANAL - ELETROCAUTERIZAÇÃO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PAPILECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PÓLIPO RETAL - RESSECÇÃO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROLAPSO RETAL - ESCLEROSE;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROLAPSO RETAL - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PRURIDO ANAL - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RECONSTITUIÇÃO DE ESFINCTER ANAL POR PLÁSTICA MUSCULAR;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RECONSTRUÇÃO TOTAL ANOPERINEAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TRATAMENTO CIRÚRGICO DE RETOCELE;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TROMBOSE HEMORROIDÁRIA - EXÉRESE;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;ÂNUS;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ABSCESSO HEPÁTICO - DRENAGEM CIRÚRGICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ABSCESSO HEPÁTICO - DRENAGEM CIRÚRGICA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ANASTOMOSE BILISeg. OdontológicaIGESTIVA INTRA-HEPÁTICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
ATRESIA DE VIAS BILIARES - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA HEPÁTICA POR LAPAROTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA HEPÁTICA POR VIDEOLAPAROSCOPIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA HEPÁTICA TRANSPARIETAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLECISTECTOMIA COM FÍSTULA BILISeg. OdontológicaIGESTIVA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLECISTECTOMIA COM FÍSTULA BILISeg. OdontológicaIGESTIVA POR VIDEOLAPAROSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLECISTECTOMIA COM OU SEM COLANGIOGRAFIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;FÍGADO E VIAS BILIARES;SISTEMA DIGESTIVO E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
